tweet_id,emotion,content
1957340996,worry,"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing"
1962714445,sadness,spending most of the weekend working.. that doesn't even sound fun
1695922856,fun,@Raderr but yeah i like purple maybe thats why!! ;)  :p :d
1962196815,hate,"I want to shoot Viva Hate... this is only the second time since I got my new camera I've had a chance, and the other was pitch black"
1963218200,relief,Getting oil change. Apparently the mice that have been eating my birdseed in my garage have also been eating my air filter.
1960565313,enthusiasm,"@KatMeyer Hey, is the #beatweetup badge required for tonight? Just realized I left mine at home!"
1753803576,relief,Filming the very last scene of Afflicted - then it's on to sound design... soon! soon!
1960994113,neutral,My bum hurts.
1694291332,neutral,is over it.  http://plurk.com/p/rp5np
1751359197,relief,"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist"
1962213285,anger,@msaysrawr *points at the gear question I just posted* I cant get the rest of my Dreadweave set
1753820444,empty,@Donny_B if you're in leeds you can have one from me
1695805900,neutral,@joerumore that is true. It's up to their discretion. Being nice to them also helps.  So far I have not been turned down ;-)
1965762657,neutral,missing Tim!
1958075486,anger,"@LeahMul awh, thats not good,   get better soon!"
1962222720,boredom,I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I'll make my own
1694436949,neutral,@videogareth yet...
1753551275,relief,"Have just slept for 14 hours, would have been longer but working this pm"
1752645396,relief,there's not many things better than sleeping with my windows open
1960660348,fun,@briancash Yum...wish we could be there today. I have a cold and don't want to infect others...so we will miss our Friday session.
1962320016,surprise,wow! Leonardo DiCaprio and Jennifer Davisson Killoran are the producers  of the movie: ORPHAN  !! i have direct contact info for them too!
1961215208,hate,@AnnieOleary its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame
1694726341,surprise,@eugenechua Tasmania devils and the mad cold... Not a bad start.
1694625654,relief,is finally starting her assignments
1753007675,love,@just_another_1 I love that we just get a little peek of your dimple
1694748187,neutral,"@ninjastalk HEY, BABEE. ) LOVE YOOOOUUU. &gt;&lt; RP time."
1753257239,anger,@anieszkaa haha i did a ltiitle bit yesterday and ive been out all day  so i think ima chick an allnighter  hahaha NOT COOL
1966410624,surprise,@bewarethegeek i just found out one of my fav high school professors died this week. he wasn't even supposed to retire yet
1694726444,worry,@jonconnelly will add that. It should be hard really to keep track of 500 avatars.
1751178344,love,Awe My Mommy Just Said She Loves The Cat  Meow. Apparentlly The Cat Cried When HE Was Born.
1960949098,neutral,@saynerd01 omgg hhaha nooo! drag me to hell is EVVIIIL! and angels and demons supposedly sucked   ohh no haha
1960820637,sadness,i need to get my life together aka my apartment all cleaned and back how it was before my birthday
1694347553,love,is loving life in sydney
1961282376,anger,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo
1960467577,sadness,"just woke up, its laura's last full day here  Last night we watched embarrassing home movies"
1694331500,enthusiasm,@margotrobbie oh that makes sense! Well you are officially my first @reply from a celebrity!!
1752445239,hate,&quot;you think yo shit don't smell? but you are mrs. P-u&quot; Lil Wayne sounds the same in ALL his songs
1964770321,sadness,feeling lonely
1696219758,enthusiasm,@mariannemarlow It is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 &lt;&lt;have a look
1960538791,boredom,@MeanMillies boo
1965796099,anger,FUCK. slept in
1963173934,boredom,sitting next to bed. cannot lay down because iPhone charging cable is too short.
1956996470,worry,"@poinktoinkdoink He died.  Wait, what about Magic Jack? I just read it."
1696215828,relief,@naeem_coza @strandloper Yep. Live and learn
1966306931,sadness,i hate it when my bff is groundedd  boooooooooo
1694164379,relief,@irisush im glad  i dont have to go out...
1964666031,sadness,@beckyhope ahh yeah i get what you mean i have an Alevel retake exam the day after the gig  so yah im pretty stressed!!!
1751918803,fun,@TxKFilms Yay! have fun
1964875146,sadness,God! They look stumpy... I'm not sharing my toes tonight
1961692427,hate,"I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!"
1694605407,relief,@tialebott haha you are just as bad as I am.... Well perhaps a little less retarded . I am attempting to knit myself gloves this winter
1960510011,hate,feels so used I hate guys grrrr
1966129930,sadness,"@AwkwardTown I know. I think I'm going to have to miss it, though.  This is when sacrificing money for job happiness sucks ass."
1965541573,boredom,Just got home from the BEA &amp; it was kinda boring (2 me) this year  but hung out with some GREAT authors &amp; co-workers!
1961816294,hate,"is somewhat irritated by people coming up to me and asking if I'm so and so from TV, or that I look familiar. I thought I was original."
1695003912,love,Hello TwitterFon. I'm so glad you're back
1752257559,enthusiasm,"Home finally! Im soooo tired and kinda lonely now, blah but w.e I'll cuddle in some blankets and watch a movie by myself  sounds good. Lol"
1963375194,boredom,@SapphireElia If its sunny go to the beach! Im stuck at home doing essays when its 20 degrees
1753195329,happiness,"Man, finishing &quot;Operation Anchorage&quot; sure gives you an unfair advantage, loot-wise... I love the stealth field suit and Gauss rifle"
1694812470,empty,Currently working on a collab with Alynn Carter called Lost Inside which I'm very excited about
1752472899,worry,@katekintail Better than nodding off when you're &quot;IN&quot; one  LOL
1694458351,enthusiasm,Don't let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c
1963126649,anger,"Wow, I'm really bored... and pissed I left my library card when I had to take the Booky Wook back..."
1957128448,happiness,someone take me to LA  I NEED TO SEE THE LEMON TREE
1694238263,empty,"@ElvisHsiao Twitter doesn't have photo support built in, but I welcome you to try my website http://woo.sh to share the photos"
1962743903,boredom,@starstruckfeie  i have no one to watch it with! ma peeps  are actually focused on their finals already!
1966206110,anger,UUUUUGH!!! I HATE I MISSED @WAYNEDASTAR INTERVIEW!!! I WASNT AT HOME!!! DARN!!!
1752160913,love,yay i see @PrincessSuperC awwwww damn it's about to be on
1751752161,relief,over him  finally
1964163268,hate,Work till 6..then dreadful tv shopping cause mine broke
1963002597,hate,@dougiemcfly me too. shit.
1752503151,empty,just woke up from a nap...
1751987396,neutral,@eridge I was just thinking that
1963521132,boredom,Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.
1958132008,neutral,I want a new mountain bike
1695375573,happiness,Getting ready to to to school
1751035483,surprise,downloading the right/real speedracher now.
1753695005,fun,"@monabarry yeah whatever, so that means he was chatting about me all night then, lol"
1751142389,enthusiasm,"@MCFAN247 Glitter, she sings on it!"
1962930707,empty,Breaking the daily build broke my daily plan as well
1957673495,relief,is gutted to be at work when it is sooo nice outside
1696216005,worry,monday morning. what to do. ...puzzles!
1752846874,happiness,off to bed I go..have a great Mom's Day all you moms!
1957396708,hate,"is tryna find her a 30 yr old junt with a 401 k, stable job, good home with an extra room 4 me and my baggage..so tired of u young dudes"
1962781067,anger,#twitterfails fucking hard right now...this is annoying
1957237503,hate,and this stupid wireless wont work downstairs
1752505643,surprise,@chrisfromracine That's for sure. That's why I intentionally turn my thought processes to the silly
1695884363,enthusiasm,@MichelleBlanc Fï¿½licitations!
1696087394,surprise,@killakim NEW FRIEND?? hmmm... tell me more
1961892785,sadness,"Boys are sitting down for photos, no touching and no handshakes allowed.  #asylm"
1961570919,surprise,@twilightgossip sad about young love coming to an end  They were sooo cute together!
1961105110,boredom,@h269 revising as uni exams are looming
1752563533,relief,just finishing studying for LSATs and watching VH1 Soul
1965516640,boredom,@jambomb oh that looks boring  and even more boring you have an exam on a saturday
1753381519,neutral,@Alexa_13 You are
1750894214,happiness,@IvoryValentine have you seen &quot;The Fifth Element&quot;? makes &quot;super green&quot; a lot funnier
1961066579,hate,@RobbiedaKid no I was too slow  I hate getting the trailhead then not getting in.
1963293604,fun,Getting ready for a going-away dessert reception for a colleague who's off to grad school.
1962876646,sadness,@AttyBowen me and Arlando are totally done. I havn'e talked to him in a LONG time!Now I just have to find a 'worth while' man...
1960253190,relief,I guess I am too freaky for followers.
1694549471,boredom,#com125: we have a quiz! again .. Feliza is bugging us again  its getting very annoying!
1752942329,happiness,"@JaybzS Hi! We get to try out new restos..so yea, it fuunn  Let's have dinner when you get back!"
1957597348,anger,lost all my files since high school.
1695478035,enthusiasm,"@JGDemas Hey Muffin, good morning to you! Grt textin wif ya last night"
1964645073,hate,"Q: what happens when you don't marry your ex? A: you dont get a ring, therefore ending up with NOTHING to pawn when u need $$"
1957530907,boredom,"don't know what to do today.  amazing weather and i'm sitting here, great."
1963047425,happiness,@sunshineangel89 Yeah..  Of course next time. ;) ICQ?
1957083641,anger,fuckin'm transtelecom
1694928964,fun,"&quot;I don't like Monday, i wish it were sunday, cause that's my fun day.&quot;  that was my freaking jam when i was little.   i miss it."
1694145945,fun,@TheAppleInsider I will later today since I have a planning for today
1694181452,empty,got the twilight board game today  good old ebay..
1751608146,happiness,havin friends over hangin out with christian tonight!!  gonna roast marshmellows and chocolate and cramcrackers.!?!?!
1962520993,enthusiasm,"Working on this DAMN Financial project, Definitely not having any fun this weekend  , I want to spend it wit my BAAABY waaaah"
1961295754,worry,I wish the weather would be slightly less rainy so I could use the hot tub.
1695583195,happiness,I'm pondering lunch at Shane's. I think. I can already hear people whining about it...
1961220489,love,@mrinal and the other variable types that we have are not going to be any helpful here!  what is the margin of error here?
1964946925,relief,Is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with
1965295852,empty,"I just put my computer up on craigslist. I've had the same case, monitor, and speakers for over 5 years."
1957522759,worry,"@MarieLuna I'm sure it's not what you think. Is this really you? i saw you couple of months back in NAIA,was shy to approach 4 a pic."
1964891929,relief,@xplode hahaha wow thanks bud :p but my plan is to pretend its a costume... I wish it were cold so i could wear a sweatshirt over this
1964454192,fun,Hmm...what to make for dinner tonight???  No clue.  Don't feel like cooking anything    Hubby wants to go away tonight.
1961479263,surprise,@lpostlethwaite no I wish. Just a van that comes round. We missed him
1965677111,surprise,@meryreino Really? Awesome..Im mad cuz my followers r goin down  *Take A Breath*
1965986936,surprise,@mileycyrus hehe his name was Jack Dawson &amp; he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I&lt;3Him!
1964325219,hate,"damn, my photo is gone!"
1957511342,happiness,@drewpeacock85 cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.
1753116754,sadness,"@teksone No, I'm in the US for the weekend not the UK"
1695961420,love,after pub lunch am now going to daughters for tea life is good
1960327138,hate,@jojeda I'm a minute in and I want to strangle the used car salesman doing the presentation. Is he related to the ShamWOW guy?
1752797671,fun,@missflipflop Night girl! Seriously want to hear stories when you can
1752942495,love,is going to bed soon. happy mothers day to all the mothers  &lt;333 ryan less than 3 weeks :]
1694016396,hate,"@AndriaAndCo  Don't forget Twitter, the bastard step-child of enablers"
1965098818,enthusiasm,Aww chamber callbacks... Soo emotional
1957760171,empty,"sittin here bored az hell...nuffin 2 do at lyk 3:30 in da morning in monroe,louisiana!!!"
1966061628,enthusiasm,@dnbchik ohhh that cant be very fun    but hell you manned it up!!   looks like you got some shit done today!!
1753451318,empty,Is going to sleep. Good night everyone!!
1957249686,boredom,Friday tubes at work are slow..
1751175528,empty,tomorrow it's the final competition
1965386405,happiness,@kimble09 yeah   but I'm jus glad the thunder stopped .
1960432151,hate,Some idiot just crashed into me on his bike.  Now my bike has a small dent in it and I have to buy a new set of pedals
1694204371,enthusiasm,@Hayday12 keith... im better now
1963527292,empty,"@pokeymcslow if he did, he would say hi."
1962308105,love,@LolliroyAngel yep im very jelous too  id love to be in miley position haha x
1963586602,fun,someones dead on army wives. Dad just laughed and Mum got annoyed with him. I wanna watch Britains Got Talent
1965095737,worry,"actually, i like almost everything about my job right now. except the part where it's not permanent"
1753384258,love,says again.. happy mothers day to all your moms  http://plurk.com/p/svdsh
1695443960,happiness,"@ukrainiac yea, I was just about to say something  It's great to hear! Ukrainian!"
1957306189,boredom,@Natalija been there  sucks like hell.
1964204774,empty,"@TomVMorris Tom, your FB link isn't working."
1961128587,sadness,My job sucks!!!
1963426965,boredom,"Ditto that, my friend...BORED! Oops, now I have an exciting problem"
1962416164,hate,"specially when you're already burneded. wore mums shoes as well, and now im all blistered. it sucks balls.."
1965534896,anger,"@maddsie Thanks, none close to me."
1962777124,happiness,@adonkim Sounds like a nice relaxing afternoon. I have to mow the lawn and walk the dog
1963065157,empty,It's a beautiful nice day and I'm stuck inside!
1751851447,relief,eating oreos and milk
1962959665,anger,im writing an exam on a SATURDAY  that should be illegal  where's my weekend?
1751986115,surprise,he's pretty cute.
1751178390,surprise,@astonesthrow @debsparkles @sheabath1  - Overwhelming lead for Strawberry Lemonade!!  My husband voted for Banana Fosters tho.
1694686470,worry,Head in the clouds
1751645529,hate,@amilliemills neva mind ya friend had called me jealous and i wanted to kno of what literally of what but its ova  is my tude now
1958115243,boredom,im bored.. RC is goin maintenance
1694349443,happiness,"@uhandbag I will  I enjoyed doing the peg bags, I've adapted the design for a tote bag  Bit cuter than I normally do"
1963177811,sadness,O dios acaban de tocar The Pains Of Being Pure At Heart en el primavera sound  life is not fair
1957708223,enthusiasm,company is offering 2nd round of VSS RIF!
1962171118,anger,No gas PLUS no money = Desperation!!!   and that's the word of the day!  http://twitpic.com/66zls
1751715726,enthusiasm,"@TheYotesDiva Yep, I tolerate nothing in the facebook group"
1751142945,enthusiasm,"making more muffinsss, wheat jerm AANNNDD psyillium husk"
1694366135,relief,@butterflykate Oh ok..we're supposed to be going to see Star Trek on Sun for Daves b/day...at least it's not Shatner
1753499286,fun,@bradiewebbstack haha sounds like your going to have heaps of fun  xx
1753347240,empty,should sleep more.
1961749720,sadness,: why is it so cold!?!?!
1962192529,sadness,@danger_skies miss you too :'( it is!i never want to come home.....seriously
1694091954,love,@kyleandjackieo Fighter - Christina Aguilera. LOVE that song
1696178900,fun,high &amp; dry goin to have an ice cream now with my best friend.
1753855043,enthusiasm,@BlokesLib i look forward to that. if u ever write 5 Things a Misanthrope Must Do to be at Peace w Humanity i'm up for that as well
1694587720,sadness,Waaaa. I ran my machine problem! Yeah!
1753498487,fun,"&quot;Completely dishwasher safe, except that the pattern might come off.&quot; Blue Coat humour at its best  Three cheers for Viz"
1694367670,happiness,"@amandapalmer He loved it, so Happy Birthday!!!   He said you sounded like a mixture of John Lennon, Chrissie Hynde, and Janis Joplin."
1963386412,hate,@Esme_Cullen8 i hate the rain *laughs*. thanks *smiles* i miss her loads i couldnt stop crying before
1962829311,boredom,I feel like I have to throw up.
1752476356,sadness,"Apple FAIL. If you set up a new British Mac, the dashboard weather widget is for London, Canada, not the UK one  (Hard to tell too!)"
1753272387,relief,Morning tweeps  Looking forward to a relaxing Sunday. Happy Mother's Day to all the moms out there!!
1753775259,surprise,"@Lindsayslifee goodmornin  as soon as i saw ur pic, it reminded me how embarresing it was yesterday. with oliver&amp;peter. it was fun tho xD"
1753008360,love,read twilight and new moon keen to read eclipse and breaking dawn hmm twilight was better then new moon but there still awesome
1753400331,enthusiasm,@xCarCrashHearts ironclad determination?
1695921690,happiness,"happy! did crepe, again!"
1753534398,happiness,Aly &amp; AJ new album this summer. YAY!
1957744649,hate,@cynimarie p.s. There is such thing as having too much sushi! Bleeeeah!
1695546329,surprise,Excited about having an empty apartment to ourselves for a little while
1752020164,relief,@arinbjorn Thank you for sharing. I appreciate your honesty  I hadn't tweeted for 30 some odd hours and got a little tweet happy.
1695441507,relief,school for a bit. glad jake got the day off
1694091056,love,Enjoying time with the g/f
1964085747,anger,Wish my headache/almost migraine would go away!
1751036256,enthusiasm,"@Spacegirlnz DON'T PANIC! Hehe, it will be fine. Email it to me"
1962993589,empty,@djknucklehead http://twitpic.com/665n7 - I dont like it
1751819737,fun,"@10veisonitsway OHSHNAPSSS. is she pissed at blair as usual ? hahah. &amp; yeeeah, i bake cookies"
1963474741,enthusiasm,@rachelgirl5 I can't go to the grocery store on an empty stomach. That's trouble! I wanna see ur show but not sure ill get to  let u kno
1963859530,anger,"Big Laptop is too big, so it's time to switch to the Eee.  Bye big guy"
1957044366,boredom,why did i agree to work a double shift
1965090397,enthusiasm,@KrissWouldhowse I WANNA GO.
1752918859,worry,@chore4n yeah... WE STILL NEEDA HANG OUT! Lol. I's glad you had a super time at the show
1694531326,love,"@Dr_Peabody I'm pretty sure we got sent home a couple of times too. 'tis the week to remember Mary, Anto's granny&quot;the love is all around&quot;"
1694493269,sadness,"@Zobi09 Haha yes I do  it's hard work, too! I didn't get home until 3:00 AM, not like I sleep haha."
1752848084,enthusiasm,Your the supporter  its totally up to you
1966171271,neutral,laying across my bed... hurt my back a few days ago
1965442023,sadness,"Having some Coronas, and have a bad craving for Mexican pastries, but i'd have to go to Uptown to get some"
1957509927,boredom,just woke up day off and need to go in to work that sucks. Also have to go dentist for filling at 12 then st helens for mri scan at 2
1961147777,enthusiasm,Just got up. Need to leave for class in a hour.
1966093934,anger,too sick for rigging tomorrow.
1694181339,worry,better finish off an order for this little guy first tho   http://tinyurl.com/cltln9 Time to go   Cheerio an Drasda!
1961964001,love,Had a fantastic day with an amazing girl! Just wish Sara didn't have to go home.  #fb
1963235457,empty,no bbq today  i guess a mini calippo will have to suffice
1751713870,boredom,@jodimariethomas hey Jodi.. what's up??ugg.. im bored.. i just made a sundae.. c u monday.. ( hahaha it rymed...) loll. cu in school
1695054674,love,Very good morning! Coffee and a taylor swift cd starts it off
1753115218,relief,@glennguan your test works fine for me  tweetdeck is so cool eh?
1752822506,relief,Studying like crazy in hopes of acing all of my exams!!!!!
1752773422,enthusiasm,"@Ms_Mary_Typhoid Are you coming to the wedding?  I want all of his friends to be there?    @TheDeadpool Right, sugar?"
1696043975,love,&lt;3 alayellow
1960124303,neutral,"Academy Rector with tons of tutors looks like the way to go, since all the good Trix draw engines and mana accel is gone."
1966218964,boredom,I'm so tired. I don't get how I am. I sat on the lawn mower and didn't push the whole damn thing.
1753869024,worry,"@JamesHancox i don't know why but, i can only find miss matched socks during winter. i mean, where do they all go?"
1965335930,hate,can't upload a picture. I already hate twitter
1961909603,enthusiasm,Stood outsiden got the WORST butterflies everrrrr!
1695375082,neutral,"@Decordiva Yep, getting some material together for my 1st USA pitch to realtors. Haven't quite worked out the angle yet, but it'll come"
1752320728,neutral,@penguinm That comment was just to ..well you know...to not reply to it.
1751952613,love,"@zownder Hahah, thanks for the Tradewinds Odyssey bump."
1751884973,happiness,Just at Starbucks with Farrah!
1694183657,neutral,@mohdrafie Theres no such thing
1752535472,boredom,@PurpleFoodie yeah...I hope it turns out... 20 more minutes!
1693957440,love,"@urbanpinkpixie Susan Egan, I love her! And yeah, it said I would have a pleasant trip."
1957744150,empty,"Woe, it's definitely NO fun to travel first class with a bike. You have to fight your way through 7 coaches 'til you reach your seat"
1751919618,relief,@asiareeves I'm just glad it turned out okay for you!
1961570593,surprise,There is a sadness in the air at school  but I got two awards!!
1961875139,hate,This is slowly going to drive me crazy i hate leaky faucets they're frustrating! I'm ready for a nap but there's no naptime at work
1750928268,relief,@vogonpoetry42 At least there's no denying nerd is part of it!
1963569138,empty,@TreeinCally  He's got adjusting his mate's online shop... Zzzzzzzzzzzzzzz... Boring...
1694789658,happiness,yeah! I'm going to Makati Cinema Square with my dad later. haha!
1751500740,worry,@karramandi Where r u Yvonne?? Haven't seen u in the google groups in a day or so. Miss ya.
1957730729,empty,so bored...
1752918064,happiness,so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked
1957589597,anger,"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ..."
1695619285,enthusiasm,never twittered b4 but here i am wondering what to do next...jared?!?!
1695251049,worry,"Monday mornin', back to work today. Good thing I live my job."
1958066406,neutral,needs 1000 words for 502 part 2 .... then freedom ..... until another few assignments and exams
1957249452,sadness,"@kesoleil Oh man, Did Yogg today. Worse than last week."
1753029316,neutral,@eboni_ife not to forget cinnamon!
1957207486,empty,@Steinmoney      You'll be missed!!  Bring me back  a keychain!
1753790753,relief,@tessajames01 cool i wear black most of the time when i go out
1957188950,sadness,home from school had the shitest day today
1695731693,love,Today is my Mother's birthday- Happy Birthday &amp; I love you! She is an angel whom has helped me so much during this time of my life
1957460469,worry,"@Wykrzyknik uff, ble litt trist av ï¿½ lese den siste tweetsen din  the challenge prooved too be tough!! :'("
1694384688,fun,@beijingboyce  I am seriously contemplating timing my next trip home to catch his next fight. They show it in cinemas. Live! With beer!
1695344846,surprise,"@cameronfrye Awww, that's amazing though! I've never been to a SoCo or JM concert...but once Zac hanson gave me his drumstick!"
1694771088,surprise,"nvm, lexi's playlist is working its magic"
1961521707,empty,Can't even tell you how much this hair dresser is pissssssing me off she has no clue wtf I'm asking her to do..so I'm expecting the worst
1963409963,empty,Just came back from school.... Packing for my dad's house
1957477724,anger,My stomach is all EXPLODE from the wendys  why is everything that tastes good bad for you?
1961573504,surprise,gah! didn't realize my meeting was from 9-12
1753031206,love,"Welcoming new #followers: @chillisoft, @Hansieboy, @keylman  @luongdat, @pleasehelpmenow &amp; @FLWbooks. Thanks for the love. Tweet on!"
1752871380,sadness,bye daddy!! see you on tuesday
1957588348,boredom,@solobasssteve I'm with you there - filing is so much less fun than sorting cos you still have to look at it &amp; hunt down details
1962310128,hate,Ready to kill myself  i hate history
1960956204,empty,@annakayh your not in school
1695657297,happiness,death cab for cutie and slouchy barets  its a good way to start the day.
1957501257,boredom,My brother just woke me up to help him with his homework. I'm not happy
1694109928,relief,Ill have a photo up tomorrow! Kay
1752774291,neutral,@noesh leyendo
1961569799,anger,@aranarose Murphy's Law?  Sorry that your computer is not cooperating when you have lots of work. My kids are .. http://tinyurl.com/km235x
1961224347,boredom,Its seriously quiet and lonely here without Bunny
1694401634,worry,is watching wolverine at last.
1751430555,love,@Oprah Happy mother's day Oprah.  You're a mom to your girls too!
1694905087,neutral,"@Geelong_FC sounds good  maybe some player quotes, photos etc I'm living in WA atm so would love bits and pieces from the Ady and Sun"
1695249907,enthusiasm,"@tamij Have a good day.  I'm checking out Hugh today. Also, be on lookout for best &quot;cassoulet&quot; recipe you will have ever tasted!"
1957188633,hate,Doing a mass cleanout of my room before rearranging it. Just sent mother out to buy me a bin and a bookshelf since mine sucks. Bad mood
1962235394,empty,@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them
1752052047,relief,Yay got the Internet on my itouch working
1753789282,worry,"@jonesyladdd SAME. its just not happening, and im going out too!. UH-OH."
1957379307,fun,Walking to work on a gloriously sunny day. Going to be a good weekend in which I will burn as always even with suncream on  #fb
1962652280,boredom,@vmlemon i dont like #kde since ver. 4.0 its like vista  #fail
1753434076,fun,@ohaiijess it would be cool if they had people make videos of themselves miming the song and make one big video  so EVERYONE can be in it.
1751322906,love,Dave looks so cute in the dark
1694146045,neutral,"@loveivy Oh, I see. Daily life shots? It'll be interesting as well."
1695803076,fun,"@CoachCharrise its funny, I didn't even know it was there!"
1965988154,anger,"@PENLDN just got in, gonna go upto bed in a sec, not drunk! I'm disgusted with myself  haha"
1753292226,relief,@firedwarftj i was right about the wave off
1752823791,surprise,@brabakr @Elikapeka @BeachMomOf2 Oh Duh....I see that now .....thank you....
1960711232,sadness,the columbus blue jackes may be movieing to anew city to play at  thats sad news
1752822438,anger,Just sittin here waitin for my coffee to be full grown on farm town before going to bed
1957410954,empty,is tired of being tired
1964034674,anger,@FafsaHelp i don't know what lender it was? yea these people definitely sucked butt toes. NOT friendly or helpful.
1962069581,enthusiasm,"my mouth is sore  I have to wear these stupid retainers so my teeth don't go crooked!...in other news, I got a new swimsuit for laps!"
1752506292,love,happy mother's day!
1965295438,boredom,TGIF... Hubby dragged me out to buy car parts. I am tired n cranky
1965017645,boredom,my brother left me for the day now I am here by myself
1964993119,sadness,i hate when i paint my nails because then i cant suck my thumb because it tastes bad
1965525688,empty,my bf had to go to her dads for the week end. i will have 2 full days of bordom.
1961219902,enthusiasm,@JanaiChristian While im stuck INSIDE in Elk Grove Village working all day   Someone should enjoy it!
1965554037,worry,@mileycyrus i bet you miss trace loads
1963508853,empty,"@VANS_66 I haven't had slip-ons in years, since my checkered days. Matter of fact I only have my torn up all black classics."
1961477134,boredom,The gigantic initial inertial to get oneself to work after a deadline
1964326224,surprise,"@JSNorwood oh, are we not doing that anymore?"
1694015825,neutral,"@erickaxx it would hurt only when you touch it or when it gets hit. But when you don't, it won't  but after a month it wouldn't hurt na!"
1753744886,fun,@chasepino ur funny  gnight
1753256885,empty,"@capricorn_one ok, I realise your up early because you've joined the cult of mac, nvm"
1964534599,sadness,@Jesusfreak1900 probably.  sucks for you.
1753886824,surprise,@MissxMarisa Then I guess that makes me Dot?
1966096234,sadness,"Sh t, I'm getting even more sad. I'm currently at the library and j think it'll be the last one tooooo"
1694727799,relief,yay my research paper is finally 4 and a half pages&lt;3 not going on bus was not bad after all
1961227194,hate,Ugh i hate not having my car!! i miss you my little ford focus!!!
1965599330,empty,"@shanselman still no class loaders, or even custom assembly loaders"
1750928472,fun,waiting for JONAS to come on
1753328713,fun,@gulpanag watching dor on utv movies again great performance
1752943030,happiness,Alright gang. Gotta go park with family for an hour. Back then  Mwahs to yu if you head to bed before then
1694422150,worry,"@lexia first ripping off the bbc design, now bebo? For shame.."
1961190230,relief,time for work!
1962710492,worry,@iamdiddy me.  confused about a guy...he's great but why am I pushing him away?
1963647690,empty,Woke up... cleaned... Aunt Emmas... Walmart.. Commissary... Now its time for a nap!!!.. then off to work
1965251625,fun,I'm SO thinking about skippin out to NY in the morning. . . but all of my plans were for tonight  well . . . most of them anyway.
1694051260,love,http://twitpic.com/4j99z - a gift from my boyfriend... this little guy keeps me company at night
1964982051,empty,because it is too hot i am sleeping with the window open. just means all the noise will make me up early
1963280484,happiness,omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho
1960137406,anger,"@Greenwichlad Oh let me clarify,know lots of nice people who live there, but thought it always was a breeding ground 4 BNP"
1753293896,neutral,@Lesley_M make sure you watch in HD
1958038404,worry,"Forced myself out of bed this morning, but failed to cycle in. Damn."
1958088999,happiness,@Jessums31 yup its working. they couldn't recover anything on it though
1694492283,surprise,Ohhh Ladyhawke is on channel 4  I sort of have a thing for Rutger Hauer http://twitpic.com/4jbzv
1962941194,hate,@LadyLucius Oh eww that is suck!
1695884965,happiness,@daniamiwa Were you at the parade yesterday at Powderhorn? Guessing Ava and Bella were similarly mesmerized by the whimsical fairyness
